#OTU ID	Sample1_Riaz_rep1	Sample1_Riaz_rep2	Sample1_Riaz_rep3	Sample1_Riaz_rep4	Sample1_Teleo_rep1	Sample1_Teleo_rep2	Sample1_Teleo_rep3	Sample1_Teleo_rep4	Sample2_Riaz_rep1	Sample2_Riaz_rep2	Sample2_Riaz_rep3	Sample2_Riaz_rep4	Sample2_Teleo_rep1	Sample2_Teleo_rep2	Sample2_Teleo_rep3	Sample2_Teleo_rep4	Sample3_Riaz_rep1	Sample3_Riaz_rep2	Sample3_Riaz_rep3	Sample3_Riaz_rep4	Sample3_Teleo_rep1	Sample3_Teleo_rep2	Sample3_Teleo_rep3	Sample3_Teleo_rep4	Sample4_Riaz_rep1	Sample4_Riaz_rep2	Sample4_Riaz_rep3	Sample4_Riaz_rep4	Sample4_Teleo_rep1	Sample4_Teleo_rep2	Sample4_Teleo_rep3	Sample4_Teleo_rep4	Sample5_Riaz_rep1	Sample5_Riaz_rep2	Sample5_Riaz_rep3	Sample5_Riaz_rep4	Sample5_Teleo_rep1	Sample5_Teleo_rep2	Sample5_Teleo_rep3	Sample5_Teleo_rep4	Sample6_Riaz_rep1	Sample6_Riaz_rep2	Sample6_Riaz_rep3	Sample6_Riaz_rep4	Sample6_Teleo_rep1	Sample6_Teleo_rep2	Sample6_Teleo_rep3	Sample6_Teleo_rep4	Sample7_Riaz_rep1	Sample7_Riaz_rep2	Sample7_Riaz_rep3	Sample7_Riaz_rep4	Sample7_Teleo_rep1	Sample7_Teleo_rep2	Sample7_Teleo_rep3	Sample7_Teleo_rep4	Sample8_Teleo_rep1	Sample8_Teleo_rep2	Sample8_Teleo_rep3	Sample8_Teleo_rep4
uniq22870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	8	8
uniq22874	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15
uniq22878	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	199
uniq22883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
uniq22885	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	25	43	38
uniq22889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	1	739
uniq22896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	12
uniq22909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
uniq22915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
uniq22935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	83
uniq22937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1
uniq22939	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	4	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	25	15	10	21
uniq22954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
uniq22957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	50
uniq22973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	29
uniq22979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81
uniq22980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	2	5	1286
uniq22996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
uniq23009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	36	22	31	48
uniq23010	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	262	216	306	382
uniq23017	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	128
uniq23025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4
uniq23028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
uniq23031	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	90	0	0	0	0	4	0	1	13	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
uniq23142	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23166	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23172	0	0	0	0	10	14	16	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23215	0	0	0	0	1	15	15	4	0	0	0	0	0	0	1	0	0	0	0	0	86	20	21	44	0	0	0	0	4	4	1	5	0	0	0	0	38	26	2	10	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
uniq23239	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	32	12	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23243	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	28	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23252	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	84	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23269	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	3	0	0	0	0	2	1	0	4	0	0	0	0	24	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23287	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	10	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq233	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	7047	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0
uniq23303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23310	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	27	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23331	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	20	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23333	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	285	1	1	7	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23359	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23369	0	0	0	0	0	5	5	11	0	0	0	0	3	0	1	0	0	0	0	0	213	14	17	41	0	0	0	0	5	2	2	3	0	0	0	0	46	16	0	9	0	0	0	0	0	6	2	3	0	0	0	0	0	0	0	0	0	0	0	0
uniq23370	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23379	0	0	0	0	0	4	3	1	1	0	0	0	3	0	1	0	0	0	0	0	223	7	1	12	0	0	0	0	3	1	1	4	0	0	0	0	69	8	0	5	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	1	0	2	0	0	0	0	2	0	0	1	0	0	0	0	18	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
uniq23400	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	12	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	22	4	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
uniq23410	0	0	0	0	4	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	46	1	0	0	0	0	0	0	3	3	4	2	0	0	0	0	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23454	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23460	0	0	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	19	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	5	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
uniq23461	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	28	2	1	3	0	0	0	0	2	0	1	0	0	0	0	0	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23502	0	0	0	0	5	4	5	0	0	0	0	0	1	0	0	0	0	0	0	0	9	1	3	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23504	0	0	0	0	4	7	6	1	0	0	0	0	2	0	0	0	0	0	0	0	41	4	3	17	0	0	0	0	1	0	1	8	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23522	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23542	0	0	0	0	3	6	8	5	0	0	0	0	5	8	4	1	0	0	0	0	18	10	4	9	0	0	0	0	6	4	7	3	0	0	0	0	1	4	1	6	0	0	0	0	3	5	3	6	0	0	0	0	0	0	0	0	0	3	1	1
uniq23587	0	0	0	0	0	16	17	0	0	0	0	0	3	3	4	4	0	0	0	0	3	0	6	2	0	0	0	0	13	14	8	8	0	0	0	0	49	28	15	69	0	0	0	0	3	2	1	3	0	0	0	0	0	1	0	0	2	0	2	1
uniq23597	0	0	0	0	0	0	4	2	0	0	0	0	16	13	16	1	0	0	0	0	26	3	10	10	0	0	0	0	10	0	2	1	0	0	0	0	26	0	1	1	0	0	0	0	18	1	10	3	0	0	0	0	0	0	0	0	0	0	0	0
uniq23618	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	77	2	2	7	0	0	0	0	1	0	0	0	0	0	0	0	21	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23620	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23634	0	0	0	0	0	14	26	2	0	0	0	0	0	0	1	0	0	0	0	0	99	2	12	21	0	0	0	0	6	1	1	4	0	0	0	0	16	3	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
uniq23661	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23675	0	0	0	0	4	4	5	0	0	0	0	0	37	10	18	5	0	0	0	0	102	6	8	9	0	0	0	0	9	6	7	2	0	0	0	0	9	2	1	3	0	0	0	0	22	5	11	5	0	0	0	0	0	0	0	0	0	0	0	0
uniq23708	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
uniq23728	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23779	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq2378	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	29	16	585	18
uniq23780	0	0	0	0	0	4	2	0	0	1	0	0	3	3	1	0	0	0	0	0	37	59	9	17	0	0	0	0	25	15	11	3	0	0	0	0	4	27	1	4	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	3	1	0
uniq23786	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23814	0	0	0	0	0	27	15	2	0	0	0	0	0	0	0	0	0	0	0	0	2	13	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23821	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	15	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
uniq23867	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	146	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23887	0	0	0	0	0	20	0	0	0	1	0	0	0	0	5	0	0	0	0	0	1	105	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23906	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23911	0	0	0	0	1	18	4	0	0	2	0	0	3	13	9	5	0	0	0	0	2	111	5	6	0	0	0	0	0	11	0	2	0	0	0	0	0	11	0	1	0	0	0	0	2	30	3	1	0	0	0	0	0	0	0	0	0	0	0	0
uniq23936	0	0	0	0	1	6	26	1	0	0	0	0	0	0	2	0	0	0	0	0	30	7	38	16	0	0	0	0	0	0	4	2	0	0	0	0	22	13	7	9	0	0	0	0	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0
uniq23937	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	331	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23983	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23986	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq23996	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99	4	0	0	0	0	0	0	5	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24	2	0	0	0	2	0	2	0	2	0	0	0	51	36	28	31	2	0	0	0	2	0	2	0	2	0	0	0	2	0	2	0	2	0	0	0	4	0	2	0	2	0	0	0	2	7	3	9	2	0	0	0	3	0	2	0	8864	4962	5288	6246
uniq24057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24109	0	0	0	0	0	8	38	6	0	0	0	0	2	1	0	0	0	0	0	0	36	25	28	133	0	0	0	0	22	11	11	9	0	0	0	0	58	27	13	75	0	0	0	0	0	1	2	11	0	0	0	0	0	0	0	0	1	1	0	1
uniq2413	0	0	0	0	0	4762	27	0	0	13	0	0	1	4	0	3	0	0	0	0	38	14	12	3	0	0	0	0	1	0	0	0	0	0	0	0	10	17	1	5	0	0	0	0	3	18	1	0	0	0	0	0	0	0	0	0	1	0	0	0
uniq24134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24176	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24198	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	70	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	29	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0
uniq24223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
uniq24252	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24279	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24331	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	8	2	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24345	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24353	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24387	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uniq24406	0	0	0	0	0	2	4	3	0	0	0	0	0	0	3	0	0	0	0	0	35	3	6	71	0	0	0	0	1	1	0	14	0	0	0	0	13	19	2	17	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
uniq24416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	2	0	0	0	0	0	4	1	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
uniq24444	0	0	0	0	1	5	13	0	0	0	0	2	40	48	107	19	0	0	0	0	39	24	27	46	0	0	0	0	32	30	19	9	0	0	0	0	9	12	6	23	0	0	0	0	142	33	88	19	0	0	0	0	0	0	0	0	5	6	6	2
uniq24445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
